ID,Name,KG,Beschreibung,Link,Wikidata ID,Wikidata Link,Benannt nach,Wikidata Person ID,Wikidata Person Link,Wikidata Person Name,Wikidata Person Geschlecht,Wikidata Person Beruf,Wikidata Person Geburtsdatum,Wikidata Person Sterbedatum
918,Achleitnerstraße,Ebelsberg,Vom Hauderweg parallel zur Kremsmünsterer Straße verlaufende Sackgasse. Benannt 1974 nach dem Ebelsberger Gemeindearzt und Mitglied des Gemeindeausschusses Dr. Viktor Achleitner (1872-1961).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=918,,,Viktor Achleitner,,,,,,,
919,Ackerlweg,Pöstlingberg,Gegenüber dem Objekt Gründbergstraße 65 etwa in nördlicher Richtung zur Höllmühlstraße verlaufend. Benannt 1955 nach dem ehemaligen Ackerlhäusl.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=919,,,,,,,,,,
920,Adalbert-Stifter-Platz,Linz,Umfaßt den ehemaligen sogenannten Zollamtplatz unter Einschluß des bisher unbenannten Teilstückes zwischen Zollamtstraße und Unterer Donaulände. Benannt 1990 nach dem österreichischen Dichter Adalbert Stifter (1805-1868).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=920,Q107102786,https://www.wikidata.org/wiki/Q107102786,Adalbert Stifter,Q168542,https://www.wikidata.org/wiki/Q168542,Adalbert Stifter,male,writer,1805-10-23T00:00:00Z,1868-01-28T00:00:00Z
921,Adelheid-Popp-Weg,Kleinmünchen,"Von der Hallestraße etwa in südwestlicher Richtung zur Kreiskystraße verlaufend. Benannt 1992 nach der sozialdemokratischen Politikerin, Redakteurin und Schriftstellerin Adelheid Popp (1869 - 1939).",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=921,,,Adelheid Popp,Q34391,https://www.wikidata.org/wiki/Q34391,Adelheid Popp,female,journalist,1869-02-11T00:00:00Z,1939-03-07T00:00:00Z
922,Adlergasse,Linz,"Vom Hauptplatz heute unterbrochen durch den Bau des Finanzgebäudes Ost gegen Osten verlaufende Sackgasse. Benannt nach dem ehemaligen in dieser Gasse liegenden Gasthof Zum goldenen Adler. - Bis 1869 Untere Badgasse nach der bereits 1332 erwähnten Padstuben an der Froschau. Das Ende der Sackgasse ab der Neutorgasse hatte verschiedene Namen Neue Welt 1710, 1771, Froschengaßl 1730, In der Arschgarben, Arschkerben 1800 und Zum Großen Christoph.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=922,,,,,,,,,,
924,Adolf-Dietel-Weg,Kleinmünchen,Nach dem Objekt Angererhofweg 6 etwa in westsüdwestlicher Richtung zum Hauschildweg verlaufend. Benannt 1978 nach dem Ausschussmitglied des Linzer Arbeiterbildungsvereines Adolf Dietel 1840-1909.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=924,,,Adolf Dietel,,,,,,,
926,Adolf-Schärf-Straße,Katzbach,Parallel zur Karl-Renner-Straße etwa in nordöstlicher Richtung zur Michael-Hainisch-Straße verlaufend. Benannt 1972 nach dem sozialistischen Politiker und Bundespräsidenten Adolf Schärf 1890-1965.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=926,,,Adolf Schärf,Q72898,https://www.wikidata.org/wiki/Q72898,Adolf Schärf,male,politician,1890-04-20T00:00:00Z,1965-02-28T00:00:00Z
936,Afritschweg,Ebelsberg,Nach dem Objekt Hartheimerstraße 26 etwa in südlicher Richtung verlaufende Sackgasse. Benannt 1986 nach dem Gründer der Kinderfreunde Anton Afritsch 1873-1924.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=936,,,Anton Afritsch,,,,,,,
3476,Agathe-Schwabenau-Weg,Ufer,Von der Fischerfeldstraße in Richtung Südsüdwest abzweigende Sackgasse. Benannt 2022 nach der Malerin Agathe Schwabenau (1857–1950).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3476,,,Agathe Schwabenau,Q109285700,https://www.wikidata.org/wiki/Q109285700,Agathe von Schwabenau,female,painter,1857-09-23T00:00:00Z,1950-01-01T00:00:00Z
937,Ahornweg,Katzbach,Von der Freistädter Straße nach dem Objekt Nr. 405 in nördlicher Richtung und dann im Bogen zum Statznergutweg verlaufend. Benannt 1958 nach der einheimischen Baumart.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=937,,,,,,,,,,
938,Aicherweg,Ebelsberg,Nach dem Objekt Kremsmünsterer Straße 71 etwa in südöstlicher Richtung zum Beuttlerweg verlaufend. Benannt 1954 nach dem ältesten bekannten Marktrichter von Ebelsberg 1478 Wolfgang Aicher.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=938,,,Wolfgang Aicher,,,,,,,
940,Aigengutstraße,Lustenau,Von der St.-Peter-Straße etwa in südlicher Richtung zur Werkseinfahrt der voestalpine verlaufend. Benannt 1980 nach dem ehemaligen Bauerngut Mair zu Aigen. - Von 1921-1973 bestand ein Straßenzug dieses Namens von der ehemaligen Posseltbrücke (heute Überführung der Westbahn im Zuge der A7) zur St.-Peter-Straße.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=940,,,,,,,,,,
943,Albert-Schöpf-Straße,Kleinmünchen,"Von der Europastraße gegenüber der Einmündung der Wieningerstraße halbkreisförmig verlaufend. Benannt 1983 nach dem Vorstand der Wohnungsaktiengesellschaft Dr. Albert Schöpf (1906-1980), der sich um den sozialen Wohnbau besonders verdient gemacht hat.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=943,,,Albert Schöpf,Q2638806,https://www.wikidata.org/wiki/Q2638806,Albert Schöpf,male,politician,1906-04-29T00:00:00Z,1980-10-05T00:00:00Z
3477,Alice-Harnoncourt-Platz,Pöstlingberg,"Vorplatz vor dem Haupteingang zur Anton Bruckner Privatuniversität, benannt 2023 nach Alice Harnoncourt (1930–2022), Konzertmeisterin und Violinistin.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3477,,,Alice Harnoncourt,Q87139,https://www.wikidata.org/wiki/Q87139,Alice Harnoncourt,female,violinist,1930-09-26T00:00:00Z,2022-07-20T00:00:00Z
945,Alleitenweg,Kleinmünchen,Vom Objekt Flötzerweg 10 etwa in südwestlicher bzw. südlicher Richtung verlaufende Sackgasse. Benannt 1960 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=945,Q106634991,https://www.wikidata.org/wiki/Q106634991,,,,,,,,
946,Allendeplatz,Kleinmünchen,"Platz vor den Gebäuden der Volksschule, des Horts und Jugendclubs sowie der Mutterberatung Auwiesen. Benannt 1989 nach dem chilenischen Staatspräsidenten Salvador Allende (1908-1973), der im Zuge des Militärputsches unter Augusto Pinochet 1973 Selbstmord beging.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=946,,,Salvador Allende,Q440,https://www.wikidata.org/wiki/Q440,Salvador Allende,male,politician,1908-06-26T00:00:00Z,1973-09-11T00:00:00Z
950,Altenberger Straße,Katzbach,Nach dem Objekt Freistädter Straße 305 etwa in nordöstlicher Richtung über Auhof bis zur Stadtgrenze mit Altenberg verlaufend. Benannt 1954. Richtungsbezeichnung.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=950,,,,,,,,,,
952,Alter Markt,Linz,"Vom Straßenzug der Altstadt und der Hahnengasse gebildeter Platz, der bis nach dem 2. Weltkrieg verbaut war. Benannt 1960 zur Erinnerung an den hochmittelalterlichen Marktplatz, der bei archäologischen Grabungen im Jahre 1959 freigelegt wurde.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=952,Q106634992,https://www.wikidata.org/wiki/Q106634992,,,,,,,,
953,Altomontestraße,Urfahr,Nach dem Objekt Kaltenhauserstraße 7 etwa in nordwestlicher Richtung zur Ontlstraße verlaufend. Benannt 1954 nach dem unter anderem in Linz in der Barockzeit tätigen Malergeschlecht Altomonte.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=953,,,,,,,,,,
954,Altstadt,Linz,"Nach dem Objekt Hofgasse 15 etwa in südlicher bzw. südsüdöstlicher Richtung zur Klosterstraße verlaufend. Altbenannt. - Die Bezeichnung Altstadt für die ehemals vorbabenbergische Siedlung findet sich erstmals 1334, später dann einschränkend Altstadtgasse. 1800 wurde der Teil zwischen Hahnengasse und Klosterstraße als Landhausgasse bezeichnet.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=954,Q106634993,https://www.wikidata.org/wiki/Q106634993,,,,,,,,
955,Am Alten Feldweg,Pöstlingberg,Nach dem Objekt Leonfeldner Straße 97a etwa in westnordwestlicher Richtung verlaufende Sackgasse. Benannt 1943 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=955,,,,,,,,,,
956,Am Anger,Pöstlingberg,Gegenüber dem Objekt Pachmayrstraße 6 etwa in westnordwestlicher Richtung zum Straßenzug Am Stadlfeld verlaufend. Benannt 1943 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=956,,,,,,,,,,
957,Am Aubach,Ufer,Vom Hochwasserdamm der Traun in östlicher Richtung zur Moosfelderstraße verlaufend. Benannt 1955 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=957,,,,,,,,,,
958,Am Aufeld,Kleinmünchen,Nach dem Objekt Mayrhoferstraße 34 etwa in westsüdwestlicher Richtung zum Grenzweg verlaufend. Benannt 1957 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=958,,,,,,,,,,
959,Am Bachlberg,Pöstlingberg,Vom Objekt Bachlbergweg 89 etwa in nordwestlicher Richtung verlaufende Sackgasse mit einem Ast zum Worathweg. Benannt 1958 nach der Konskriptionsortschaft Bachl.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=959,,,,,,,,,,
960,Am Bäckerfeld,Posch,Nach dem Objekt Ziererfeldstraße 45 etwa in südlicher Richtung verlaufende und sich in zwei Äste teilende Sackgasse. Benannt 1990 nach einer Flurbezeichnung.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=960,,,,,,,,,,
961,Am Bindermichl,Waldegg,Nach dem Objekt Hatschekstraße 13 in südlicher Richtung zum Straßenzug An der Sonnleithen verlaufend. Benannt 1941 nach dem gleichnamigen Bauerngut.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=961,,,,,,,,,,
963,Am Elmberg,Katzbach,Von der Stadtgrenze zur Gemeinde Altenberg in südlicher Richtung verlaufend. Benannt 1997 nach der gleichnamigen Konskriptionsortschaft.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=963,,,,,,,,,,
965,Am Freinberg,Waldegg,Vor dem Objekt Freinbergstraße 8 etwa in westlicher und dann in ostsüdöstlicher Richtung verlaufende Sackgasse. Benannt 1995 nach dem Freinberg.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=965,,,,,,,,,,
966,Am Fünfundzwanziger Turm,Lustenau,Vor dem Objekt Petzoldstraße 17 etwa in ostnordöstlicher Richtung zur Sintstraße verlaufend. Benannt 1946 nach dem Turm Nr. 25 der Maximilianischen Befestigung.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=966,,,,,,,,,,
849,Am Grubbichl,Waldegg,Beim Objekt Teuflstraße 10 in westlicher Richtung zur Ramsauerstraße verlaufend. Benannt 1942 nach einer Flurbezeichnung.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=849,,,,,,,,,,
850,Am Gründberghof,Pöstlingberg,"Von der Gründbergstraße etwa in nordwestlicher bzw. nordöstlicher Richtung wiederum zu diesem Straßenzug zurückverlaufend. Benannt 1957 nach dem gleichnamigen Hof, der von dem schon in urgeschichtlicher Zeit besiedelten Gründberg seinen Namen herleitet.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=850,,,,,,,,,,
852,Am Grünen Hang,Urfahr,Nach dem Objekt Aubergstraße 51 etwa in westlicher Richtung verlaufende Sackgasse. Benannt 1953. - Ab 1926 Am Grünen Anger nach der gleichnamigen Siedlung.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=852,,,,,,,,,,
853,Am Hartmayrgut,Urfahr,Nach dem Objekt Freistädter Straße 64 etwa in südöstlicher Richtung zur Reindlstraße verlaufend. Benannt 1954 nach dem ehemaligen gleichnamigen Bauerngut.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=853,,,,,,,,,,
854,Am Heideweg,Kleinmünchen,Vor dem Objekt Salzburger Straße 92 etwa in nordnordöstlicher Richtung verlaufende Sackgasse. Benannt 1945 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=854,,,,,,,,,,
855,Am Langen Zaun,Kleinmünchen,"Nach dem Objekt Dauphinestraße 72 etwa in westnordwestlicher Richtung, dann parallel zur A 7 und zur Salzburger Straße verlaufend und in diese gegenüber dem Straßenzug Am Heideweg einmündend. Benannt 1944 nach einem Flurnamen.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=855,,,,,,,,,,
856,Am Lerchenfeld,Waldegg,"Nach dem Objekt Eisenwerkstraße 6 vorerst etwa in nordöstlicher, dann in nordwestlicher und in südwestlicher Richtung verlaufende Sackgasse. Benannt 1951 nach einem Flurnamen.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=856,,,,,,,,,,
860,Am Pöstlingberg,Pöstlingberg,Ringbenennung aller auf der Bergkuppe um die Wallfahrtskirche situierten Gebäude (erfolgte 1958). Die Herkunft des Namens Pöstlingberg ist bisher ungeklärt.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=860,,,,,,,,,,
862,Am Schillinggattern,Waldegg,Nach dem Objekt Stadlerstraße 31 in südlicher Richtung zum Straßenzug Am Grubbichl verlaufend. Benannt 1942 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=862,,,,,,,,,,
865,Am Sonnenhang,Katzbach,Von der Oberbairinger Straße unmittelbar nach dem Friedhof St. Magdalena etwa in ostnordöstlicher Richtung verlaufende Sackgasse. Benannt 1979.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=865,,,,,,,,,,
866,Am Stadlfeld,Pöstlingberg,Gegenüber dem Objekt Am Anger 43 etwa in nordöstlicher Richtung zum Straßenzug In der Stockwiesen verlaufend. Benannt 1943 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=866,,,,,,,,,,
867,Am Steg,Wambach,Von der Stadtgrenze zu Ansfelden etwa in nordnordwestlicher Richtung verlaufende Sackgasse im Anschluß an die bereits auf Ansfeldner Stadtgebiet bestehende Verkehrsfläche. Benannt 1993 nach einer Flurbezeichnung.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=867,,,,,,,,,,
868,Am Steinbühel,Kleinmünchen,Vor dem Objekt Im Haidland 10 etwa in westsüdwestlicher Richtung zur Laskahofstraße verlaufend. Benannt 1944 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=868,,,,,,,,,,
869,Am Tankhafen,Lustenau,"Von der Nebingerstraße gegenüber der Abzweigung der Hollabererstraße in südsüdöstlicher, dann in ostnordöstlicher und wiederum in südsüdöstlicher Richtung verlaufende Sackgasse. Benannt 1967 nach dem dort liegenden Tankhafen.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=869,,,,,,,,,,
870,Am Teich,Urfahr,"Nach dem Objekt Nißlstraße 14 etwa in westlicher, dann in nordnordwestlicher Richtung zum Straßenzug Am Grünen Hang verlaufend. Benannt 1941 zur Erinnerung an den dort gelegenen ehemaligen Aubergteich.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=870,,,,,,,,,,
871,Am Urfahraner Gewerbehof,Urfahr,Vom Gewerbepark Urfahr parallel zur Freistädter Straße zum Straßenzug Am Hartmayrgut verlaufend. Benannt 1974 nach den dort ansässigen Gewerbebetrieben. - Vorher kurzzeitige Bezeichnung Resselstraße.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=871,,,,,,,,,,
3443,Am Volksgarten,Linz,Von der Kreuzung Landstraße - Blumauerstraße in südsüdwestlicher Richtung verlaufend. Benannt 2011. Von 1950 bis 2011 Blumauerplatz.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3443,,,,,,,,,,
873,Am Wachtberg,Ebelsberg,Gegenüber dem Objekt Wambacher Straße 36 etwa in südöstlicher Richtung zur Edmund-Aigner-Straße verlaufend. Benannt 1954 nach einem alten Lokalnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=873,,,,,,,,,,
874,Am Winklerwald,Waldegg,Nach dem Objekt Hofmeindlweg 8 etwa in westsüdwestlicher und nordnordöstlicher Richtung verlaufende Sackgasse. Benannt 1956 nach einem alten Lokalnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=874,,,,,,,,,,
875,Am Winklgarten,Kleinmünchen,"Beim Objekt Dauphinestraße 89 als Sackgasse beginnend, vorerst etwa in südsüdöstlicher, dann in westsüdwestlicher Richtung zur Schörgenhubstraße verlaufend. Benannt 1957 nach einem Flurnamen.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=875,,,,,,,,,,
876,Am Winterhafen,Lustenau,"Vor dem Objekt Hafenstraße 33 in nordnordwestlicher Richtung und dann entlang des Hafenbeckens des Schutzhafens Linz verlaufende Sackgasse. Benannt 1954 nach dem Winterhafen, dem letzten Rest des ehemaligen Ludlarms.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=876,,,,,,,,,,
877,Amselweg,Pichling,Etwa in südwestlicher Richtung zum Meisenweg in rechtem Winkel verlaufende Sackgasse. Benannt 1961 nach der einheimischen Singvogelart.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=877,,,,,,,,,,
883,An der Mayrwiesen,Pöstlingberg,Von dem Objekt Kreuzweg 89 etwa in nordwestlicher Richtung zur Hohen Straße verlaufend. Benannt 1954 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=883,,,,,,,,,,
884,An der Sonnleithen,Waldegg,Von der Ubellstraße etwa in ostnordöstlicher Richtung verlaufende Sackgasse. Benannt 1955. - Ab 1954 Fuchsenlucke nach einer alten Lokalbezeichnung.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=884,,,,,,,,,,
886,Anastasius-Grün-Straße,Lustenau,Nach dem Objekt Wiener Straße 5 etwa in ostnordöstlicher Richtung zur Lenaustraße verlaufend. Benannt 1899 nach dem Dichternamen des Linzer Ehrenbürgers Anton Graf von Auersperg (1806-1876).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=886,,,Anastasius Grün,Q79069,https://www.wikidata.org/wiki/Q79069,Count Anton Alexander von Auersperg,male,politician,1806-04-11T00:00:00Z,1876-09-12T00:00:00Z
887,Andreas-Hofer-Platz,Waldegg,"Zwischen Brucknerstraße und Dürrnbergerstraße. Benannt 1899 nach dem Verteidiger Tirols im Jahre 1809, dem Sandwirt von Passeier, Andreas Hofer (1767-1810).",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=887,,,Andreas Hofer,Q11697,https://www.wikidata.org/wiki/Q11697,Andreas Hofer,male,military leader,1767-11-22T00:00:00Z,1810-02-20T00:00:00Z
888,Andreas-Hofer-Straße,Waldegg,Vom Andreas-Hofer-Platz in südlicher Richtung zur Breitwiesergutstraße verlaufend. Benannt 1899 (siehe Andreas-Hofer-Platz).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=888,,,Andreas Hofer,Q11697,https://www.wikidata.org/wiki/Q11697,Andreas Hofer,male,military leader,1767-11-22T00:00:00Z,1810-02-20T00:00:00Z
889,Andreas-Plenk-Straße,Waldegg,Parallel zur Reuchlinstraße verlaufende Sackgasse. Benannt 1961 nach dem bekannten Chirurgen und Träger des Ehrenringes der Stadt Linz Andreas Plenk (1892-1959).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=889,,,Andreas Plenk,,,,,,,
890,Andromedastraße,Ufer,"Vom Lunaplatz vorerst in nördlicher, dann in nordwestlicher Richtung zum Polluxweg verlaufend. Benannnt 2002 nach dem Sternennebel Andromeda.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=890,,,,,,,,,,
891,Anemonenweg,Waldegg,Vom Edelweißberg etwa in westsüdwestlicher bzw. in nordnordwestlicher Richtung wiederum zum Edelweißberg verlaufend. Benannt 1954 nach der einheimischen Blumenart.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=891,,,,,,,,,,
893,Angererhofweg,Kleinmünchen,Nach dem Objekt Neubauzeile 65 etwa in südlicher Richtung bis zur Traun verlaufend. Benannt 1954 nach dem gleichnamigen Bauernhaus.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=893,,,,,,,,,,
894,Angerholzerweg,Kleinmünchen,"Nach dem Objekt Salzburger Straße 44 etwa in südwestlicher Richtung parallel dazu verlaufend und bei der Müller-Guttenbrunn-Straße wiederum in diese einmündend. Benannt 1929 nach Tobias Angerholzer, der 1626 Anführer der Bauern im Hausruckviertel und dann Obristleutnant im Bauernheer war. Er wurde am 26. März 1627 in Linz enthauptet.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=894,,,Tobias Angerholzer,,,,,,,
895,Annagasse,Linz,"Nach dem Objekt Schmidtorstraße 5 zur Domgasse. Benannt wahrscheinlich nach der Hl. Anna. Nach einer anderen Version wurde die Straße 1864 nach Anna Hartmayr (1847-1889), der Besitzerin des Hauses 1, benannt. - Vorher Unter dem Schmidtor.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=895,,,Anna Hartmayr,,,,,,,
896,Anzengruberstraße,Lustenau,Nach dem Objekt Wiener Straße 17 etwa in nordöstlicher Richtung zur Friedhofstraße verlaufend. Benannt 1899 nach dem Dichter Ludwig Anzengruber (1839-1889).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=896,,,Ludwig Anzengruber,Q93718,https://www.wikidata.org/wiki/Q93718,Ludwig Anzengruber,male,poet,1839-11-29T00:00:00Z,1889-12-10T00:00:00Z
897,Arndtweg,Waldegg,Nach dem Objekt Landwiedstraße 46 etwa in südwestlicher Richtung zur Schaunbergerstraße verlaufend. Benannt 1940 nach dem Universitätsprofessor und Dichter der Freiheitskriege Ernst Moritz Arndt 1769-1860.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=897,,,Ernst Moritz Arndt,Q57351,https://www.wikidata.org/wiki/Q57351,Ernst Moritz Arndt,male,poet,1769-01-26T00:00:00Z,1860-01-29T00:00:00Z
899,Arnleitnerweg,Kleinmünchen,"Nach dem Objekt Schwindstraße 23 etwa in südlicher Richtung zum Angerholzerweg verlaufend. Benannt 1958 nach dem Lehrer und Komponisten (""O hast du noch ein Mütterlein"") Friedrich Wilhelm Arnleitner (1845-1903).",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=899,,,Friedrich Wilhelm Arnleitner,,,,,,,
3439,Ars-Electronica-Straße,Urfahr,"Ab 2009 Bezeichnung für den von der Nibelungenbrücke zur Verkehrsfläche Urfahrmarkt verlaufenden Straßenzug. Benannt nach Ars Electronica, der internationalen Plattform für digitale Kunst und Medienkultur. - Ab 1921 Linke Donaustraße.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3439,,,,,,,,,,
3467,Arthur-Porr-Straße,Lustenau,"Zwischen den Objekten Pummererstraße 15 und 17 Richtung Nordnordwesten verlaufend. Benannt 2020 nach dem aus der heutigen Ukraine stammenden Arthur Porr (1872–1915). Gründer der Arthur Porr Ges.m.b.H., welche seit 1895 als Zweigniederlassung auch in Linz besteht.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3467,,,Arthur Porr,Q711007,https://www.wikidata.org/wiki/Q711007,Arthur Porr,male,railway engineer,1872-06-11T00:00:00Z,1915-10-17T00:00:00Z
902,Aubergstraße,Urfahr,"Nach dem Objekt Jägerstraße 10 etwa in nordwestlicher Richtung zur Riesenhofstraße verlaufend. Benannt 1901 als Auberggäßl, das früher bis zur Rudolfstraße reichte. Der südlichste Teil von der Kaarstraße an 1892 aufgelassen und verbaut. Der mittlere Teil heißt seit 1892 Stadlbauerstraße. Der Name erinnert an den Auberghof, den die Starhemberger 1458 erwarben. 1586 wurde er nach Zubauten zum Edelmannssitz erhoben.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=902,,,,,,,,,,
903,Auböckstraße,Waldegg,"Nach dem Objekt Wankmüllerhofstraße 26 etwa in westlicher Richtung verlaufende Sackgasse. Benannt 1942 nach dem Gastwirt in Aistersheim und Bauernhauptmann im Bauernkrieg des Jahres 1626, Hans Auböck, der am 23. April 1627 auf dem Hauptplatz hingerichtet wurde.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=903,,,Hans Auböck,,,,,,,
904,Aubrunnerweg,Katzbach,Vor dem Objekt Altenberger Straße 50 etwa in südöstlicher Richtung verlaufend. Benannt 1958 nach dem ehemaligen gleichnamigen Bauerngut.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=904,Q50988133,https://www.wikidata.org/wiki/Q50988133,,,,,,,,
908,Auer-Welsbach-Weg,Ebelsberg,"Nach dem Objekt Hatschekstraße 29 in südlicher Richtung zur Uhlandgasse verlaufend. Benannt 1941 nach dem Chemiker Karl Freiherr von Auer-Welsbach 1858-1929, dem Erfinder des Gasglühlichtes, der Osmium-Glühlampe sowie des Auer-Metalls und dem Entdecker der seltenen Erden Neodym, Praseodym und Cassiopeidum.",http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=908,,,Karl Freiherr von Auer-Welsbach,Q89390,https://www.wikidata.org/wiki/Q89390,Carl Auer von Welsbach,male,physicist,1858-09-01T00:00:00Z,1929-08-04T00:00:00Z
905,Auergütlweg,Linz,Von der Mönchgrabenstraße etwa in östlicher Richtung zum Mooslanderweg verlaufend. Benannt 1958 nach einem Bauerngut.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=905,,,,,,,,,,
907,Auerspergstraße,Waldegg,Vom Schillerplatz etwa in westlicher Richtung zur Stockhofstraße verlaufend. Benannt 1869 nach dem im Jahr 1652 mit der Herrschaft Wels belehnten Krainer Adelsgeschlecht. - 1850 als Quergasse eröffnet. 1910 wurde die Verlängerung zum Schillerplatz in die Straße einbezogen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=907,,,,,,,,,,
910,Auf der Gugl,"Linz, Waldegg",Von der Roseggerstraße mäandrierend etwa in südlicher Richtung zur Bockgasse verlaufend. Benannt 1913 nach einer Flurbezeichnung (Gugl = Kogl).,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=910,,,,,,,,,,
911,Auf der Wies,"Pöstlingberg, Katzbach",Als Sackgasse hinter dem Objekt Ferdinand-Markl-Straße 1 beginnend und etwa in östlicher Richtung zur Klausenbachstraße verlaufend. Benannt 1954 nach einem Flurnamen.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=911,,,,,,,,,,
3465,Aufeldweg,Katzbach,Vor dem Objekt Stockenhuberweg 34 nach Norden abzweigend und als Sackgasse endend. Benannt 2019 nach einem alten Flurnamen. Der Aufeldweg war früher Teil der Further Straße.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=3465,,,,,,,,,,
912,Auhirschgasse,Posch,Vor dem Objekt Traundorfer Straße 187 im Bogen wiederum zu diesem Straßenzug zurückverlaufend. Benannt 1958 nach der Tierart.,http://www.linz.at/strassennamen/Default.asp?action=strassendetail&ID=912,,,,,,,,,,
